uid expr treatment rep update smart-explode quorum-sense nop-y
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28500 10053 3411 301
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28600 10152 3379 193
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28700 9719 3525 286
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28800 9918 3372 176
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 28900 10158 3395 216
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29000 10055 3444 295
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29100 9916 3476 179
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29200 9857 3360 300
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29300 10135 3472 429
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29400 9934 3435 383
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29500 10001 3500 218
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29600 9754 3610 233
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29700 9885 3510 206
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29800 9863 3438 171
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 29900 9920 3434 132
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 30000 10022 3435 105
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 0 0 0 0
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 100 0 0 1
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 200 20 20 16
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 300 122 301 49
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 400 343 600 246
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 500 730 2393 316
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 600 1252 1244 617
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 700 1982 988 1106
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 800 2508 622 627
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 900 3272 538 728
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 1000 3675 451 710
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 1100 3851 395 739
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 1200 4224 450 764
reg_test_noisy_1_nopy_52 reg_test noisy_1_nopy 52 1300 4563 281 715
